year,pick,team,name,college,yrs,gms,min,pts,trb,ast,fg%,3p%,ft%,mpg,ppg,rpg,apg,ws,ws/48,bpm,vorp,link,at_col,mvps,roy,dpoys,smoys,mips,fmvps,1st_team,2nd_team,3rd_team,all_nba,all_star,franchise,active
2014,28,LAC,C.J. Wilcox,Washington,3,66,376,132,31,30,0.37,0.333,0.813,5.7,2,0.5,0.5,0.1,0.007,-4.3,-0.2,/players/w/wilcocj01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
2014,29,OKC,Josh Huestis,Stanford,3,76,1068,187,180,23,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.5,-0.4,/players/h/huestjo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,OKC,FALSE
2014,30,SAS,Kyle Anderson,UCLA,9,574,12540,4013,2588,1502,0.481,0.345,0.715,21.8,7,4.5,2.6,32.1,0.123,1.9,12.2,/players/a/anderky01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,TRUE
2014,31,MIL,Damien Inglis,-,1,20,156,36,31,10,0.351,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-5.6,-0.1,/players/i/inglida01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
2014,32,PHI,K.J. McDaniels,Clemson,3,148,2092,782,324,95,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-2.8,-0.4,/players/m/mcdankj01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
2014,33,CLE,Joe Harris,Virginia,9,488,12128,5146,1508,780,0.48,0.437,0.772,24.9,10.5,3.1,1.6,23.1,0.092,-0.6,4.2,/players/h/harrijo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,TRUE
2014,34,NYK,Cleanthony Early,Wichita State,2,56,801,241,123,42,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.9,-0.8,/players/e/earlycl01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
2014,35,UTA,Jarnell Stokes,Tennessee,3,28,151,67,40,7,0.581,0,0.531,5.4,2.4,1.4,0.3,0.6,0.202,0.1,0.1,/players/s/stokeja01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
2014,36,MIL,Johnny O'Bryant,LSU,4,147,1684,509,352,69,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.006,-6.2,-1.8,/players/o/obryajo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
2014,37,TOR,DeAndre Daniels,UConn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/daniede01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,TOR,FALSE
2014,38,DET,Spencer Dinwiddie,Colorado,9,466,12931,6411,1437,2448,0.417,0.333,0.795,27.7,13.8,3.1,5.3,28.7,0.107,0.4,7.8,/players/d/dinwisp01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,TRUE
2014,39,PHI,Jerami Grant,Syracuse,9,618,16700,7619,2472,897,0.456,0.358,0.737,27,12.3,4,1.5,32.2,0.092,-0.4,6.8,/players/g/grantje01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,TRUE
2014,40,MIN,Glenn Robinson III,Michigan,7,304,5299,1804,776,238,0.457,0.373,0.779,17.4,5.9,2.6,0.8,7.9,0.071,-1.7,0.4,/players/r/robingl02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIN,FALSE
2014,41,DEN,Nikola Jokić,-,8,596,18341,12054,6273,3959,0.553,0.348,0.829,30.8,20.2,10.5,6.6,94.5,0.247,9.4,52.8,/players/j/jokicni01.html,FALSE,2,FALSE,0,0,0,0,3,2,0,5,5,DEN,TRUE
2014,42,HOU,Nick Johnson,Arizona,1,28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-6.5,-0.3,/players/j/johnsni01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
2014,43,ATL,Edy Tavares,-,2,13,101,33,32,4,0.625,0,0.273,7.8,2.5,2.5,0.3,0.2,0.118,-0.4,0,/players/t/tavarwa01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
2014,44,MIN,Markel Brown,Oklahoma State,3,113,1794,584,234,132,0.38,0.295,0.781,15.9,5.2,2.1,1.2,1.1,0.029,-2.9,-0.4,/players/b/brownma02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIN,FALSE
2014,45,CHH,Dwight Powell,Stanford,9,587,11178,4432,2663,593,0.599,0.292,0.741,19,7.6,4.5,1,43.1,0.185,0.9,8.3,/players/p/poweldw01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHO,TRUE
2014,46,WAS,Jordan Clarkson,Missouri,9,661,18179,10487,2217,1796,0.44,0.338,0.826,27.5,15.9,3.4,2.7,23.4,0.062,-0.6,6.5,/players/c/clarkjo01.html,TRUE,0,FALSE,0,1,0,0,0,0,0,0,0,WAS,TRUE
2014,47,PHI,Russ Smith,Louisville,2,27,131,53,15,19,0.319,0.188,0.769,4.9,2,0.6,0.7,-0.2,-0.068,-5.1,-0.1,/players/s/smithru01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
2014,48,MIL,Lamar Patterson,Pitt,2,40,435,93,57,45,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.7,-0.4,/players/p/pattela01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
2014,49,CHI,Cameron Bairstow,New Mexico,2,36,167,44,36,7,0.296,0.2,0.846,4.6,1.2,1,0.2,-0.1,-0.021,-8.1,-0.3,/players/b/bairsca01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
2014,50,PHO,Alec Brown,Green Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/brownal01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
2014,51,NYK,Thanasis Antetokounmpo,-,5,164,1365,449,294,98,0.507,0.145,0.537,8.3,2.7,1.8,0.6,1.9,0.067,-4.1,-0.7,/players/a/antetth01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,TRUE
2014,52,PHI,Vasilije Micić,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/micicva01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
2014,53,MIN,Alessandro Gentile,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/gential01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,MIN,FALSE
2014,54,PHI,Nemanja Dangubić,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/dangune01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
2014,55,MIA,Semaj Christon,Xavier,1,64,973,183,87,130,0.345,0.19,0.548,15.2,2.9,1.4,2,0.1,0.006,-5.1,-0.8,/players/c/chrisse01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIA,FALSE
2014,56,DEN,Devyn Marble,Iowa,2,44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5.5,-0.4,/players/m/marblde01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
2014,57,IND,Louis Labeyrie,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/l/labeylo01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
2014,58,SAS,Jordan McRae,Tennessee,4,123,1696,846,225,167,0.417,0.355,0.772,13.8,6.9,1.8,1.4,1.7,0.048,-2.1,0,/players/m/mcraejo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
2014,59,TOR,Xavier Thames,San Diego State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/thamexa01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,TOR,FALSE
2014,60,SAS,Cory Jefferson,Baylor,2,58,581,205,161,16,0.444,0.125,0.583,10,3.5,2.8,0.3,0.9,0.071,-3.3,-0.2,/players/j/jeffeco01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
2015,1,MIN,Karl-Anthony Towns,Kentucky,8,511,17429,11772,5701,1626,0.526,0.395,0.835,34.1,23,11.2,3.2,68.7,0.189,4.7,29.5,/players/t/townska01.html,TRUE,0,TRUE,0,0,0,0,0,0,2,2,3,MIN,TRUE
2015,2,LAL,D'Angelo Russell,Ohio State,8,495,14781,8767,1718,2807,0.426,0.362,0.788,29.9,17.7,3.5,5.7,19.5,0.063,0.7,10,/players/r/russeda01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,1,LAL,TRUE
2015,3,PHI,Jahlil Okafor,Duke,6,247,4827,2566,1169,225,0.542,0.222,0.676,19.5,10.4,4.7,0.9,7.2,0.071,-2,0,/players/o/okafoja01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,TRUE
2015,4,NYK,Kristaps Porziņģis,-,7,402,12506,7876,3195,711,0.453,0.359,0.827,31.1,19.6,7.9,1.8,34.8,0.133,2.1,13,/players/p/porzikr01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,1,NYK,TRUE
2015,5,ORL,Mario Hezonja,-,5,330,6107,2284,1026,415,0.417,0.319,0.812,18.5,6.9,3.1,1.3,3.2,0.025,-2.8,-1.2,/players/h/hezonma01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,ORL,FALSE
2015,6,SAC,Willie Cauley-Stein,Kentucky,7,422,9276,3675,2470,598,0.544,0.188,0.612,22,8.7,5.9,1.4,23.3,0.121,-0.1,4.4,/players/c/caulewi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,TRUE
2015,7,DEN,Emmanuel Mudiay,-,6,302,7187,3299,884,1143,0.401,0.323,0.744,23.8,10.9,2.9,3.8,-0.2,-0.001,-3.2,-2.2,/players/m/mudiaem01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,TRUE
2015,8,DET,Stanley Johnson,Arizona,8,449,8879,2806,1404,679,0.391,0.305,0.748,19.8,6.2,3.1,1.5,6.9,0.037,-2.7,-1.6,/players/j/johnsst04.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,TRUE
2015,9,CHO,Frank Kaminsky,Wisconsin,8,413,8160,3630,1579,651,0.43,0.349,0.746,19.8,8.8,3.8,1.6,15.9,0.094,-0.2,3.7,/players/k/kaminfr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHO,TRUE
2015,10,MIA,Justise Winslow,Duke,8,344,8905,2829,1760,889,0.412,0.315,0.638,25.9,8.2,5.1,2.6,8.2,0.044,-2.1,-0.3,/players/w/winslju01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIA,TRUE
2015,11,IND,Myles Turner,Texas,8,493,14204,6598,3345,602,0.498,0.353,0.771,28.8,13.4,6.8,1.2,38.2,0.129,0.8,10.1,/players/t/turnemy01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,TRUE
2015,12,UTA,Trey Lyles,Kentucky,8,523,9464,4065,2253,543,0.443,0.342,0.749,18.1,7.8,4.3,1,17,0.086,-1,2.3,/players/l/lylestr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,TRUE
2015,13,PHO,Devin Booker,Kentucky,8,530,17907,12688,2105,2521,0.461,0.356,0.868,33.8,23.9,4,4.8,35.9,0.096,0.9,13.1,/players/b/bookede01.html,TRUE,0,FALSE,0,0,0,0,1,0,0,1,3,PHO,TRUE
2015,14,OKC,Cameron Payne,Murray State,8,327,5962,2625,730,1119,0.42,0.363,0.816,18.2,8,2.2,3.4,9.3,0.075,-0.5,2.2,/players/p/payneca01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,OKC,TRUE
2015,15,ATL,Kelly Oubre Jr.,Kansas,8,527,13609,6741,2323,538,0.434,0.33,0.751,25.8,12.8,4.4,1,19.2,0.068,-1.7,0.9,/players/o/oubreke01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,TRUE
2015,16,BOS,Terry Rozier,Louisville,8,540,14659,7368,2125,1828,0.417,0.367,0.819,27.1,13.6,3.9,3.4,25.8,0.084,0.4,9,/players/r/roziete01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,TRUE
2015,17,MIL,Rashad Vaughn,UNLV,3,139,1671,423,158,75,0.337,0.313,0.692,12,3,1.1,0.5,-0.6,-0.017,-4.7,-1.2,/players/v/vaughra01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
2015,18,HOU,Sam Dekker,Wisconsin,5,201,3097,1094,607,160,0.478,0.288,0.606,15.4,5.4,3,0.8,5.4,0.083,-1.4,0.5,/players/d/dekkesa01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
2015,19,WAS,Jerian Grant,Notre Dame,5,279,4998,1692,530,805,0.411,0.323,0.77,17.9,6.1,1.9,2.9,8.3,0.08,-1.6,0.5,/players/g/grantje02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
2015,20,TOR,Delon Wright,Utah,8,461,9798,3321,1498,1440,0.455,0.353,0.805,21.3,7.2,3.2,3.1,26.5,0.13,2.3,10.6,/players/w/wrighde01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,TOR,TRUE
2015,21,DAL,Justin Anderson,Virginia,6,242,3280,1284,621,184,0.41,0.292,0.775,13.6,5.3,2.6,0.8,4.9,0.072,-1.5,0.4,/players/a/anderju01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DAL,TRUE
2015,22,CHI,Bobby Portis,Arkansas,8,523,11655,6008,3667,642,0.474,0.381,0.754,22.3,11.5,7,1.2,26.4,0.109,-0.4,4.7,/players/p/portibo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,TRUE
2015,23,POR,Rondae Hollis-Jefferson,Arizona,6,305,6759,2760,1684,579,0.449,0.212,0.735,22.2,9,5.5,1.9,12.9,0.091,-0.7,2.3,/players/h/holliro01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
2015,24,CLE,Tyus Jones,Duke,8,535,10317,3630,999,2108,0.436,0.357,0.814,19.3,6.8,1.9,3.9,25,0.116,0.6,6.8,/players/j/jonesty01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,TRUE
2015,25,MEM,Jarell Martin,LSU,4,184,2927,998,639,114,0.434,0.346,0.766,15.9,5.4,3.5,0.6,3.2,0.053,-4.3,-1.7,/players/m/martija01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MEM,FALSE
2015,26,SAS,Nikola Milutinov,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/milutni01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
2015,27,LAL,Larry Nance Jr.,Wyoming,8,461,10908,3651,2931,866,0.537,0.333,0.689,23.7,7.9,6.4,1.9,29.3,0.129,1.1,8.6,/players/n/nancela02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAL,TRUE
2015,28,BOS,R.J. Hunter,Georgia State University,4,45,395,133,46,19,0.371,0.295,0.818,8.8,3,1,0.4,0.4,0.051,-2,0,/players/h/hunterj01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
2015,29,BRK,Chris McCullough,Syracuse,3,59,532,194,112,15,0.426,0.306,0.548,9,3.3,1.9,0.3,0.6,0.054,-2.5,-0.1,/players/m/mcculch01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
2015,30,GSW,Kevon Looney,UCLA,8,449,7972,2299,2510,705,0.582,0.169,0.606,17.8,5.1,5.6,1.6,29.1,0.175,0.4,4.8,/players/l/looneke01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,TRUE
2015,31,MIN,Cedi Osman,-,6,404,9546,3938,1231,814,0.427,0.353,0.715,23.6,9.7,3,2,10.6,0.053,-2.1,-0.3,/players/o/osmande01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,MIN,TRUE
2015,32,HOU,Montrezl Harrell,Louisville,8,515,10545,6220,2588,675,0.619,0.108,0.664,20.5,12.1,5,1.3,42.9,0.195,2.6,12.2,/players/h/harremo01.html,TRUE,0,FALSE,0,1,0,0,0,0,0,0,0,HOU,TRUE
2015,33,BOS,Jordan Mickey,LSU,3,64,482,152,128,17,0.449,0.118,0.605,7.5,2.4,2,0.3,0.5,0.05,-4.8,-0.3,/players/m/mickejo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
2015,34,LAL,Anthony Brown,Stanford,3,41,762,161,103,28,0.328,0.286,0.85,18.6,3.9,2.5,0.7,-0.2,-0.016,-5.1,-0.6,/players/b/brownan02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAL,FALSE
2015,35,PHI,Willy Hernangómez,-,7,344,5149,2524,1982,364,0.533,0.306,0.713,15,7.3,5.8,1.1,16.3,0.152,0.1,2.8,/players/h/hernawi01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,TRUE
2015,36,MIN,Rakeem Christmas,Syracuse,2,30,225,63,57,4,0.467,0,0.724,7.5,2.1,1.9,0.1,0.5,0.105,-4.7,-0.2,/players/c/chrisra01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIN,FALSE
2015,37,PHI,Richaun Holmes,Bowling Green,8,418,8271,3735,2247,412,0.606,0.273,0.747,19.8,8.9,5.4,1,27.4,0.159,0.3,4.8,/players/h/holmeri01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,TRUE
2015,38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.3,0.016,-4.7,-0.6,/players/h/hillida01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
2015,39,CHO,Juan Pablo Vaulet,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/v/vauleju01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,CHO,FALSE
2015,40,MIA,Josh Richardson,Tennessee,8,503,14562,5924,1552,1346,0.428,0.365,0.84,29,11.8,3.1,2.7,25.6,0.084,-0.5,5.5,/players/r/richajo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIA,TRUE
2015,41,BRK,Pat Connaughton,Notre Dame,8,478,9160,2935,1675,598,0.436,0.359,0.777,19.2,6.1,3.5,1.3,20.6,0.108,-0.2,4.2,/players/c/connapa01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,TRUE
2015,42,UTA,Olivier Hanlan,Boston College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/hanlaol01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
2015,43,IND,Joe Young,Oregon,3,127,1077,429,130,119,0.393,0.296,0.768,8.5,3.4,1,0.9,0.4,0.016,-4.1,-0.6,/players/y/youngjo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
2015,44,PHO,Andrew Harrison,Kentucky,3,145,2987,1012,287,399,0.373,0.294,0.779,20.6,7,2,2.8,3.2,0.051,-2.8,-0.6,/players/h/harrian01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
2015,45,BOS,Marcus Thornton,William & Mary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/thornma02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
2015,46,MIL,Norman Powell,UCLA,8,481,10990,5795,1263,734,0.465,0.386,0.827,22.8,12,2.6,1.5,23,0.1,-0.1,5.3,/players/p/powelno01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,TRUE
2015,47,PHI,Artūras Gudaitis,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/gudaiar01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
2015,48,OKC,Dakari Johnson,Kentucky,1,31,161,55,34,8,0.564,0,0.55,5.2,1.8,1.1,0.3,0.6,0.178,-0.3,0.1,/players/j/johnsda04.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,OKC,FALSE
2015,49,WAS,Aaron White,Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/whiteaa01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
2015,50,ATL,Marcus Eriksson,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/e/eriksma01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
2015,51,ORL,Tyler Harvey,Eastern Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/harvety01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ORL,FALSE
2015,52,DAL,Satnam Singh,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/singhsa01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,DAL,FALSE
2015,53,CLE,Sir'Dominic Pointer,St. John's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/p/pointsi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
2015,54,UTA,Dani Díez,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/diezda01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
2015,55,SAS,Cady Lalanne,UMass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/l/lalanca01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
2015,56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,0.4,0,1,4.8,0.8,0.7,0,0,0.069,-5.7,0,/players/d/dawsobr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NOP,FALSE
2015,57,DEN,Nikola Radičević,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/radicni01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
2015,58,PHI,J.P. Tokoto,UNC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/tokotjp01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
2015,59,ATL,Dimitrios Agravanis,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/a/agravdi01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
2015,60,PHI,Luka Mitrović,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/mitrolu01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
2016,1,PHI,Ben Simmons,LSU,5,317,10431,4673,2480,2383,0.56,0.139,0.591,32.9,14.7,7.8,7.5,32.6,0.15,3.4,14.2,/players/s/simmobe01.html,TRUE,0,TRUE,0,0,0,0,0,0,1,1,3,PHI,TRUE
2016,2,LAL,Brandon Ingram,Duke,7,413,13618,7924,2142,1674,0.464,0.364,0.784,33,19.2,5.2,4.1,22.1,0.078,-0.1,6.7,/players/i/ingrabr01.html,TRUE,0,FALSE,0,0,1,0,0,0,0,0,1,LAL,TRUE
2016,3,BOS,Jaylen Brown,California,7,470,13964,8428,2453,1054,0.477,0.365,0.723,29.7,17.9,5.2,2.2,29.5,0.101,0.3,8.1,/players/b/brownja02.html,TRUE,0,FALSE,0,0,0,0,0,1,0,1,2,BOS,TRUE
2016,4,PHO,Dragan Bender,-,4,187,3755,1014,720,237,0.399,0.323,0.654,20.1,5.4,3.9,1.3,0.5,0.006,-3.9,-1.9,/players/b/bendedr01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
2016,5,MIN,Kris Dunn,Providence,7,267,6465,2285,915,1153,0.432,0.313,0.744,24.2,8.6,3.4,4.3,5.8,0.043,-1.7,0.4,/players/d/dunnkr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIN,TRUE
2016,6,NOP,Buddy Hield,Oklahoma,7,548,16157,8807,2403,1405,0.434,0.402,0.858,29.5,16.1,4.4,2.6,21.4,0.064,0.4,9.7,/players/h/hieldbu01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NOP,TRUE
2016,7,DEN,Jamal Murray,Kentucky,6,410,12517,6937,1515,1722,0.447,0.373,0.87,30.5,16.9,3.7,4.2,26,0.1,0.5,7.8,/players/m/murraja01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,TRUE
2016,8,SAC,Marquese Chriss,Washington,6,292,5338,2206,1366,298,0.456,0.29,0.667,18.3,7.6,4.7,1,6.5,0.058,-2.4,-0.5,/players/c/chrisma01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,TRUE
2016,9,TOR,Jakob Poeltl,Utah,7,488,10315,3932,3177,798,0.628,0.5,0.536,21.1,8.1,6.5,1.6,34.9,0.162,1.2,8.3,/players/p/poeltja01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,TOR,TRUE
2016,10,MIL,Thon Maker,-,5,263,3624,1216,726,161,0.435,0.327,0.68,13.8,4.6,2.8,0.6,6.6,0.087,-2.1,-0.1,/players/m/makerth01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
2016,11,ORL,Domantas Sabonis,Gonzaga,7,494,14542,7471,4788,2066,0.548,0.326,0.731,29.4,15.1,9.7,4.2,47.2,0.156,2.5,16.6,/players/s/sabondo01.html,TRUE,0,FALSE,0,0,0,0,0,0,1,1,3,ORL,TRUE
2016,12,UTA,Taurean Prince,Baylor,7,424,10128,4392,1574,731,0.421,0.372,0.818,23.9,10.4,3.7,1.7,9.6,0.046,-1.9,0.1,/players/p/princta02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,TRUE
2016,13,PHO,Georgios Papagiannis,-,2,39,477,160,123,29,0.514,0,0.857,12.2,4.1,3.2,0.7,0.4,0.044,-3.9,-0.2,/players/p/papagge01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
2016,14,CHI,Denzel Valentine,Michigan State,5,256,4817,1795,857,466,0.394,0.36,0.787,18.8,7,3.3,1.8,4.5,0.044,-1.9,0.2,/players/v/valende01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,TRUE
2016,15,DEN,Juancho Hernangómez,-,7,339,5269,1711,1131,216,0.428,0.342,0.676,15.5,5,3.3,0.6,8.7,0.08,-1.9,0.1,/players/h/hernaju01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,TRUE
2016,16,BOS,Guerschon Yabusele,-,2,74,486,173,105,31,0.442,0.323,0.682,6.6,2.3,1.4,0.4,1.1,0.105,-1.9,0,/players/y/yabusgu01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
